0.00.687.231 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.695.906 W srv  llama_server: -----------------
0.00.695.913 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.695.915 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.695.916 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.695.916 W srv  llama_server: -----------------
0.00.713.627 I srv    load_model: loading model 'D:\Tesi-mqt\llm-selection\qiskit-dataset-five-device-expected-fidelity-mqt-predictor-2.4-v2\models\qwen\Q8_0.gguf'
0.03.385.617 I cmn          init: llama threadpool init, n_threads = 6
0.03.533.360 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 163840, kv_unified = 'false'
0.03.534.728 W srv          init: --cache-idle-slots requires --cache-ram, disabling
0.03.553.850 I srv  llama_server: model loaded
0.03.553.856 I srv  llama_server: listening on http://127.0.0.1:8089
2.31.744.067 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
3.39.032.347 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  25088, progress = 0.26, t =  67.29 s / 372.86 tokens per second
3.39.583.453 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  25216, progress = 0.26, t =  67.84 s / 371.71 tokens per second
3.40.121.501 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  25344, progress = 0.26, t =  68.38 s / 370.66 tokens per second
3.40.674.933 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  25472, progress = 0.26, t =  68.93 s / 369.54 tokens per second
3.41.216.492 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  25600, progress = 0.26, t =  69.47 s / 368.50 tokens per second
3.41.776.409 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  25728, progress = 0.26, t =  70.03 s / 367.38 tokens per second
3.42.324.074 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  25856, progress = 0.26, t =  70.58 s / 366.35 tokens per second
3.42.886.068 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  25984, progress = 0.27, t =  71.14 s / 365.25 tokens per second
3.43.437.524 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  26112, progress = 0.27, t =  71.69 s / 364.23 tokens per second
3.44.004.353 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  26240, progress = 0.27, t =  72.26 s / 363.14 tokens per second
3.44.559.156 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  26368, progress = 0.27, t =  72.81 s / 362.13 tokens per second
3.45.128.200 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  26496, progress = 0.27, t =  73.38 s / 361.07 tokens per second
3.45.689.658 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  26624, progress = 0.27, t =  73.94 s / 360.06 tokens per second
3.46.264.521 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  26752, progress = 0.27, t =  74.52 s / 359.00 tokens per second
3.46.829.530 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  26880, progress = 0.27, t =  75.08 s / 358.00 tokens per second
3.47.407.779 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  27008, progress = 0.28, t =  75.66 s / 356.96 tokens per second
3.47.976.054 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  27136, progress = 0.28, t =  76.23 s / 355.98 tokens per second
3.48.559.591 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  27264, progress = 0.28, t =  76.81 s / 354.94 tokens per second
3.49.132.075 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  27392, progress = 0.28, t =  77.39 s / 353.97 tokens per second
3.49.720.236 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  27520, progress = 0.28, t =  77.97 s / 352.94 tokens per second
3.50.296.634 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  27648, progress = 0.28, t =  78.55 s / 351.98 tokens per second
3.50.888.216 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  27776, progress = 0.28, t =  79.14 s / 350.96 tokens per second
3.51.467.727 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  27904, progress = 0.29, t =  79.72 s / 350.02 tokens per second
3.52.063.850 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  28032, progress = 0.29, t =  80.32 s / 349.01 tokens per second
3.52.650.101 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  28160, progress = 0.29, t =  80.90 s / 348.07 tokens per second
3.53.250.522 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  28288, progress = 0.29, t =  81.50 s / 347.07 tokens per second
3.53.840.163 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  28416, progress = 0.29, t =  82.09 s / 346.14 tokens per second
3.54.445.950 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  28544, progress = 0.29, t =  82.70 s / 345.15 tokens per second
3.55.039.451 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  28672, progress = 0.29, t =  83.29 s / 344.23 tokens per second
3.55.648.550 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  28800, progress = 0.29, t =  83.90 s / 343.26 tokens per second
3.56.246.226 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  28928, progress = 0.30, t =  84.50 s / 342.34 tokens per second
3.56.860.345 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  29056, progress = 0.30, t =  85.11 s / 341.38 tokens per second
3.57.463.072 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  29184, progress = 0.30, t =  85.72 s / 340.47 tokens per second
3.58.081.578 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  29312, progress = 0.30, t =  86.34 s / 339.51 tokens per second
3.58.689.952 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  29440, progress = 0.30, t =  86.94 s / 338.61 tokens per second
3.59.312.062 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  29568, progress = 0.30, t =  87.57 s / 337.67 tokens per second
3.59.924.495 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  29696, progress = 0.30, t =  88.18 s / 336.77 tokens per second
4.00.552.113 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  29824, progress = 0.30, t =  88.81 s / 335.83 tokens per second
4.01.168.628 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  29952, progress = 0.31, t =  89.42 s / 334.95 tokens per second
4.01.801.715 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  30080, progress = 0.31, t =  90.06 s / 334.02 tokens per second
4.02.421.799 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  30208, progress = 0.31, t =  90.68 s / 333.14 tokens per second
4.03.058.619 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  30336, progress = 0.31, t =  91.31 s / 332.22 tokens per second
4.03.683.489 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  30464, progress = 0.31, t =  91.94 s / 331.36 tokens per second
4.04.324.902 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  30592, progress = 0.31, t =  92.58 s / 330.44 tokens per second
4.04.954.663 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  30720, progress = 0.31, t =  93.21 s / 329.58 tokens per second
4.05.602.050 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  30848, progress = 0.32, t =  93.86 s / 328.67 tokens per second
